sample	tumor_fraction
	sample_id
LP0026_08_L003	0.2473	30memhg38-FalseDI26830XA
LP0026_22_L003	0.2247	30memhg38-FalseDI26830XA
LP0026_26_L004	0.4394	30memhg38-FalseDI26830XA
LP0026_38_L004	0.1556	30memhg38-FalseDI26830XA
LP0026_42_L004	0.1332	30memhg38-FalseDI26830XA
LP0027_26_L003	0.1191	30memhg38-FalseDI26830XA
LP0027_35_L003	0.1686	30memhg38-FalseDI26830XA
LP0027_39_L003	0.1371	30memhg38-FalseDI26830XA
LP0028_01_L004	0.1015	30memhg38-FalseDI26830XA
LP0029_02_L004	0.007943	30memhg38-FalseDI26830XA
LP0029_04_L003	0.009337	30memhg38-FalseDI26830XA
LP0029_05_L004	0.004741	30memhg38-FalseDI26830XA
LP0029_06_L003	0	30memhg38-FalseDI26830XA
LP0030_03_L004	0.008246	30memhg38-FalseDI26830XA
LP0030_05_L004	0.008312	30memhg38-FalseDI26830XA
LP0020_01	0.01045	30memhg38-True40
LP0020_02	0.01216	30memhg38-True40
LP0020_03	0	30memhg38-True40
LP0020_04	0	30memhg38-True40
LP0020_05	0.00861	30memhg38-True40
LP0020_06	0.01276	30memhg38-True40
LP0020_07	0.01057	30memhg38-True40
LP0020_08	0.008769	30memhg38-True40
LP0025_01_L004	0	30memhg38-True40
LP0025_02_L004	0.01535	30memhg38-True40
LP0025_03_L003	0.007275	30memhg38-True40
LP0025_04_L004	0.005355	30memhg38-True40
LP0025_05_L003	0.005467	30memhg38-True40
LP0025_06_L003	0.005923	30memhg38-True40
LP0025_07_L004	0.01212	30memhg38-True40
LP0025_08_L004	0.006204	30memhg38-True40
LP0025_10_L003	0.8387	30memhg38-True40
LP0025_11_L003	0.01211	30memhg38-True40
LP0025_12_L003	0.01486	30memhg38-True40
LP0025_15_L003	0.07022	30memhg38-True40
LP0025_17_L003	0.02907	30memhg38-True40
LP0025_21_L004	0.111	30memhg38-True40
LP0025_24_L003	0.01129	30memhg38-True40
LP0026_05_L003	0.0221	30memhg38-True40
LP0026_07_L003	0.007986	30memhg38-True40
LP0026_08_L003	0.2643	30memhg38-True40
LP0026_22_L003	0.224	30memhg38-True40
LP0026_26_L004	0.4394	30memhg38-True40
LP0026_38_L004	0.1561	30memhg38-True40
LP0026_42_L004	0.1313	30memhg38-True40
LP0027_26_L003	0.1186	30memhg38-True40
LP0027_35_L003	0.1672	30memhg38-True40
LP0027_39_L003	0.1384	30memhg38-True40
LP0028_01_L004	0.1006	30memhg38-True40
LP0029_02_L004	0.00931	30memhg38-True40
LP0029_04_L003	0.00931	30memhg38-True40
LP0029_05_L004	0.005492	30memhg38-True40
LP0029_06_L003	0.004794	30memhg38-True40
LP0030_03_L004	0.007946	30memhg38-True40
LP0030_05_L004	0.007429	30memhg38-True40
LP0020_01	0.01078	30memhg38-TrueDI26830XA
LP0020_02	0.01189	30memhg38-TrueDI26830XA
LP0020_03	0.007378	30memhg38-TrueDI26830XA
LP0020_04	0	30memhg38-TrueDI26830XA
LP0020_05	0.008449	30memhg38-TrueDI26830XA
LP0020_06	0.01352	30memhg38-TrueDI26830XA
LP0020_07	0.01014	30memhg38-TrueDI26830XA
LP0020_08	0.008955	30memhg38-TrueDI26830XA
LP0025_01_L004	0.005443	30memhg38-TrueDI26830XA
LP0025_02_L004	0.01406	30memhg38-TrueDI26830XA
LP0025_03_L003	0.006883	30memhg38-TrueDI26830XA
LP0025_04_L004	0.00603	30memhg38-TrueDI26830XA
LP0025_05_L003	0.004725	30memhg38-TrueDI26830XA
LP0025_06_L003	0.005241	30memhg38-TrueDI26830XA
LP0025_07_L004	0.01195	30memhg38-TrueDI26830XA
LP0025_08_L004	0.004159	30memhg38-TrueDI26830XA
LP0025_10_L003	0.8409	30memhg38-TrueDI26830XA
LP0025_11_L003	0.01125	30memhg38-TrueDI26830XA
LP0025_12_L003	0.01749	30memhg38-TrueDI26830XA
LP0025_15_L003	0.07096	30memhg38-TrueDI26830XA
LP0025_17_L003	0.02607	30memhg38-TrueDI26830XA
LP0025_21_L004	0.1112	30memhg38-TrueDI26830XA
LP0025_24_L003	0.01112	30memhg38-TrueDI26830XA
LP0026_05_L003	0.02816	30memhg38-TrueDI26830XA
LP0026_07_L003	0.03222	30memhg38-TrueDI26830XA
LP0026_08_L003	0.2474	30memhg38-TrueDI26830XA
LP0026_22_L003	0.2245	30memhg38-TrueDI26830XA
LP0026_26_L004	0.44	30memhg38-TrueDI26830XA
LP0026_38_L004	0.1559	30memhg38-TrueDI26830XA
LP0026_42_L004	0.1328	30memhg38-TrueDI26830XA
LP0027_26_L003	0.1195	30memhg38-TrueDI26830XA
LP0027_35_L003	0.168	30memhg38-TrueDI26830XA
LP0027_39_L003	0.1361	30memhg38-TrueDI26830XA
LP0028_01_L004	0.102	30memhg38-TrueDI26830XA
LP0029_02_L004	0.008905	30memhg38-TrueDI26830XA
LP0029_04_L003	0.01223	30memhg38-TrueDI26830XA
LP0029_05_L004	0.004469	30memhg38-TrueDI26830XA
LP0029_06_L003	0.006439	30memhg38-TrueDI26830XA
LP0030_03_L004	0.007499	30memhg38-TrueDI26830XA
LP0030_05_L004	0.009239	30memhg38-TrueDI26830XA
LP0020_01	0.01025	30memhg38noalt-False40
LP0020_02	0.01126	30memhg38noalt-False40
LP0020_03	0.01058	30memhg38noalt-False40
LP0020_04	0.01294	30memhg38noalt-False40
LP0020_05	0.01859	30memhg38noalt-False40
LP0020_06	0.01731	30memhg38noalt-False40
LP0020_07	0.01332	30memhg38noalt-False40
LP0020_08	0.01322	30memhg38noalt-False40
LP0025_01_L004	0.002816	30memhg38noalt-False40
LP0025_02_L004	0.01568	30memhg38noalt-False40
LP0025_03_L003	0.003971	30memhg38noalt-False40
LP0025_04_L004	0	30memhg38noalt-False40
LP0025_05_L003	0.009574	30memhg38noalt-False40
LP0025_06_L003	0.004835	30memhg38noalt-False40
LP0025_07_L004	0.01094	30memhg38noalt-False40
LP0025_08_L004	0.002691	30memhg38noalt-False40
LP0025_10_L003	0.005808	30memhg38noalt-False40
LP0025_11_L003	0.01332	30memhg38noalt-False40
LP0025_12_L003	0.0139	30memhg38noalt-False40
LP0025_15_L003	0.0717	30memhg38noalt-False40
LP0025_17_L003	0.02819	30memhg38noalt-False40
LP0025_21_L004	0.1369	30memhg38noalt-False40
LP0025_24_L003	0.006233	30memhg38noalt-False40
LP0026_05_L003	0.02223	30memhg38noalt-False40
LP0026_07_L003	0.01908	30memhg38noalt-False40
LP0026_08_L003	0.2643	30memhg38noalt-False40
LP0026_22_L003	0.2239	30memhg38noalt-False40
LP0026_26_L004	0.439	30memhg38noalt-False40
LP0026_38_L004	0.1572	30memhg38noalt-False40
LP0026_42_L004	0.1328	30memhg38noalt-False40
LP0027_26_L003	0.1129	30memhg38noalt-False40
LP0027_35_L003	0.1675	30memhg38noalt-False40
LP0027_39_L003	0.1386	30memhg38noalt-False40
LP0028_01_L004	0.1008	30memhg38noalt-False40
LP0029_02_L004	0.007975	30memhg38noalt-False40
LP0029_04_L003	0.0141	30memhg38noalt-False40
LP0029_05_L004	0.007695	30memhg38noalt-False40
LP0029_06_L003	0.007621	30memhg38noalt-False40
LP0030_03_L004	0.008501	30memhg38noalt-False40
LP0030_05_L004	0.005411	30memhg38noalt-False40
LP0020_01	0.01134	30memhg38noalt-FalseDI26830XA
LP0020_02	0.009843	30memhg38noalt-FalseDI26830XA
LP0020_03	0.009886	30memhg38noalt-FalseDI26830XA
LP0020_04	0.01443	30memhg38noalt-FalseDI26830XA
LP0020_05	0.009773	30memhg38noalt-FalseDI26830XA
LP0020_06	0.01706	30memhg38noalt-FalseDI26830XA
LP0020_07	0.01442	30memhg38noalt-FalseDI26830XA
LP0020_08	0.01736	30memhg38noalt-FalseDI26830XA
LP0025_01_L004	0.003484	30memhg38noalt-FalseDI26830XA
LP0025_02_L004	0.01597	30memhg38noalt-FalseDI26830XA
LP0025_03_L003	0.005353	30memhg38noalt-FalseDI26830XA
LP0025_04_L004	0.003635	30memhg38noalt-FalseDI26830XA
LP0025_05_L003	0.008927	30memhg38noalt-FalseDI26830XA
LP0025_06_L003	0.005198	30memhg38noalt-FalseDI26830XA
LP0025_07_L004	0.01051	30memhg38noalt-FalseDI26830XA
LP0025_08_L004	0	30memhg38noalt-FalseDI26830XA
LP0025_10_L003	0.006067	30memhg38noalt-FalseDI26830XA
LP0025_11_L003	0.01287	30memhg38noalt-FalseDI26830XA
LP0025_12_L003	0.01606	30memhg38noalt-FalseDI26830XA
LP0025_15_L003	0.0724	30memhg38noalt-FalseDI26830XA
LP0025_17_L003	0.02836	30memhg38noalt-FalseDI26830XA
LP0025_21_L004	0.1386	30memhg38noalt-FalseDI26830XA
LP0025_24_L003	0.004789	30memhg38noalt-FalseDI26830XA
LP0026_05_L003	0.02236	30memhg38noalt-FalseDI26830XA
LP0026_07_L003	0.01725	30memhg38noalt-FalseDI26830XA
LP0026_08_L003	0.2479	30memhg38noalt-FalseDI26830XA
LP0026_22_L003	0.2245	30memhg38noalt-FalseDI26830XA
LP0026_26_L004	0.4396	30memhg38noalt-FalseDI26830XA
LP0026_38_L004	0.1568	30memhg38noalt-FalseDI26830XA
LP0026_42_L004	0.1331	30memhg38noalt-FalseDI26830XA
LP0027_26_L003	0.118	30memhg38noalt-FalseDI26830XA
LP0027_35_L003	0.1684	30memhg38noalt-FalseDI26830XA
LP0027_39_L003	0.1369	30memhg38noalt-FalseDI26830XA
LP0028_01_L004	0.1018	30memhg38noalt-FalseDI26830XA
LP0029_02_L004	0.00779	30memhg38noalt-FalseDI26830XA
LP0029_04_L003	0.01321	30memhg38noalt-FalseDI26830XA
LP0029_05_L004	0.00709	30memhg38noalt-FalseDI26830XA
LP0029_06_L003	0.005695	30memhg38noalt-FalseDI26830XA
LP0030_03_L004	0.007984	30memhg38noalt-FalseDI26830XA
LP0030_05_L004	0.005007	30memhg38noalt-FalseDI26830XA
LP0020_01	0.01057	30memhg38noalt-True40
LP0020_02	0.008362	30memhg38noalt-True40
LP0020_03	0	30memhg38noalt-True40
LP0020_04	0.01361	30memhg38noalt-True40
LP0020_05	0.01392	30memhg38noalt-True40
LP0020_06	0.01941	30memhg38noalt-True40
LP0020_07	0.01177	30memhg38noalt-True40
LP0020_08	0.01351	30memhg38noalt-True40
LP0025_01_L004	0.003406	30memhg38noalt-True40
LP0025_02_L004	0.01713	30memhg38noalt-True40
LP0025_03_L003	0.007227	30memhg38noalt-True40
LP0025_04_L004	0.005614	30memhg38noalt-True40
LP0025_05_L003	0.00935	30memhg38noalt-True40
LP0025_06_L003	0.003791	30memhg38noalt-True40
LP0025_07_L004	0.01138	30memhg38noalt-True40
LP0025_08_L004	0.003005	30memhg38noalt-True40
LP0025_10_L003	0.005808	30memhg38noalt-True40
LP0025_11_L003	0.01464	30memhg38noalt-True40
LP0025_12_L003	0.01473	30memhg38noalt-True40
LP0025_15_L003	0.07876	30memhg38noalt-True40
LP0025_17_L003	0.02931	30memhg38noalt-True40
LP0025_21_L004	0.1373	30memhg38noalt-True40
LP0025_24_L003	0.005342	30memhg38noalt-True40
LP0026_05_L003	0.0239	30memhg38noalt-True40
LP0026_07_L003	0.02522	30memhg38noalt-True40
LP0026_08_L003	0.2478	30memhg38noalt-True40
LP0026_22_L003	0.2245	30memhg38noalt-True40
LP0026_26_L004	0.4395	30memhg38noalt-True40
LP0026_38_L004	0.1568	30memhg38noalt-True40
LP0026_42_L004	0.1314	30memhg38noalt-True40
LP0027_26_L003	0.1121	30memhg38noalt-True40
LP0027_35_L003	0.1668	30memhg38noalt-True40
LP0027_39_L003	0.1393	30memhg38noalt-True40
LP0028_01_L004	0.1015	30memhg38noalt-True40
LP0029_02_L004	0.009783	30memhg38noalt-True40
LP0029_04_L003	0.01365	30memhg38noalt-True40
LP0029_05_L004	0.00814	30memhg38noalt-True40
LP0029_06_L003	0.007874	30memhg38noalt-True40
LP0030_03_L004	0.009595	30memhg38noalt-True40
LP0030_05_L004	0.00504	30memhg38noalt-True40
LP0020_01	0.004609	30memhg38noalt-TrueDI26830XA
LP0020_02	0.007708	30memhg38noalt-TrueDI26830XA
LP0020_03	0.006666	30memhg38noalt-TrueDI26830XA
LP0020_04	0	30memhg38noalt-TrueDI26830XA
LP0020_05	0.01366	30memhg38noalt-TrueDI26830XA
LP0020_06	0.01614	30memhg38noalt-TrueDI26830XA
LP0020_07	0.01426	30memhg38noalt-TrueDI26830XA
LP0020_08	0.01508	30memhg38noalt-TrueDI26830XA
LP0025_01_L004	0	30memhg38noalt-TrueDI26830XA
LP0025_02_L004	0.01747	30memhg38noalt-TrueDI26830XA
LP0025_03_L003	0.007107	30memhg38noalt-TrueDI26830XA
LP0025_04_L004	0.006187	30memhg38noalt-TrueDI26830XA
LP0025_05_L003	0.0076	30memhg38noalt-TrueDI26830XA
LP0025_06_L003	0.005075	30memhg38noalt-TrueDI26830XA
LP0025_07_L004	0.0102	30memhg38noalt-TrueDI26830XA
LP0025_08_L004	0	30memhg38noalt-TrueDI26830XA
LP0025_10_L003	0.003218	30memhg38noalt-TrueDI26830XA
LP0025_11_L003	0.01349	30memhg38noalt-TrueDI26830XA
LP0025_12_L003	0.01619	30memhg38noalt-TrueDI26830XA
LP0025_15_L003	0.07356	30memhg38noalt-TrueDI26830XA
LP0025_17_L003	0.02877	30memhg38noalt-TrueDI26830XA
LP0025_21_L004	0.1378	30memhg38noalt-TrueDI26830XA
LP0025_24_L003	0.00434	30memhg38noalt-TrueDI26830XA
LP0026_05_L003	0.02385	30memhg38noalt-TrueDI26830XA
LP0026_07_L003	0.02346	30memhg38noalt-TrueDI26830XA
LP0026_08_L003	0.2482	30memhg38noalt-TrueDI26830XA
LP0026_22_L003	0.225	30memhg38noalt-TrueDI26830XA
LP0026_26_L004	0.4403	30memhg38noalt-TrueDI26830XA
LP0026_38_L004	0.1555	30memhg38noalt-TrueDI26830XA
LP0026_42_L004	0.1322	30memhg38noalt-TrueDI26830XA
LP0027_26_L003	0.1177	30memhg38noalt-TrueDI26830XA
LP0027_35_L003	0.1673	30memhg38noalt-TrueDI26830XA
LP0027_39_L003	0.1375	30memhg38noalt-TrueDI26830XA
LP0028_01_L004	0.1021	30memhg38noalt-TrueDI26830XA
LP0029_02_L004	0.0119	30memhg38noalt-TrueDI26830XA
LP0029_04_L003	0.01323	30memhg38noalt-TrueDI26830XA
LP0029_05_L004	0.005431	30memhg38noalt-TrueDI26830XA
LP0029_06_L003	0.005768	30memhg38noalt-TrueDI26830XA
LP0030_03_L004	0.006391	30memhg38noalt-TrueDI26830XA
LP0030_05_L004	0.009032	30memhg38noalt-TrueDI26830XA
