sampleID	Tumor.Fraction	ref_genome	settings
LP0027_39_L003	0.1457	30memhg38	False40
LP0028_01_L004	0.1066	30memhg38	False40
LP0029_02_L004	0.008686	30memhg38	False40
LP0029_04_L003	0.01148	30memhg38	False40
LP0029_05_L004	0	30memhg38	False40
LP0029_06_L003	0.01246	30memhg38	False40
LP0030_03_L004	0	30memhg38	False40
LP0030_05_L004	0.01886	30memhg38	False40
LP0020_01	0.01095	30memhg38	FalseDI26830XA
LP0020_02	0.01497	30memhg38	FalseDI26830XA
LP0020_03	0.01185	30memhg38	FalseDI26830XA
LP0020_04	0.01349	30memhg38	FalseDI26830XA
LP0020_05	0.01883	30memhg38	FalseDI26830XA
LP0020_06	0.01886	30memhg38	FalseDI26830XA
LP0020_07	0.02264	30memhg38	FalseDI26830XA
LP0020_08	0.0171	30memhg38	FalseDI26830XA
LP0025_01_L004	0	30memhg38	FalseDI26830XA
LP0025_02_L004	0.01356	30memhg38	FalseDI26830XA
LP0025_03_L003	0.0136	30memhg38	FalseDI26830XA
LP0025_04_L004	0.009186	30memhg38	FalseDI26830XA
LP0025_05_L003	0.02372	30memhg38	FalseDI26830XA
LP0025_06_L003	0.01964	30memhg38	FalseDI26830XA
LP0025_07_L004	0.0121	30memhg38	FalseDI26830XA
LP0025_08_L004	0.01213	30memhg38	FalseDI26830XA
LP0025_10_L003	0.8385	30memhg38	FalseDI26830XA
LP0025_11_L003	0.02192	30memhg38	FalseDI26830XA
LP0025_12_L003	0.01445	30memhg38	FalseDI26830XA
LP0025_15_L003	0.08581	30memhg38	FalseDI26830XA
LP0025_17_L003	0.02982	30memhg38	FalseDI26830XA
LP0025_21_L004	0.1084	30memhg38	FalseDI26830XA
LP0025_24_L003	0.01324	30memhg38	FalseDI26830XA
LP0026_05_L003	0.02373	30memhg38	FalseDI26830XA
LP0026_07_L003	0.01621	30memhg38	FalseDI26830XA
LP0026_08_L003	0.282	30memhg38	FalseDI26830XA
LP0026_22_L003	0.2204	30memhg38	FalseDI26830XA
LP0026_26_L004	0.4469	30memhg38	FalseDI26830XA
LP0026_38_L004	0.1579	30memhg38	FalseDI26830XA
LP0026_42_L004	0.1428	30memhg38	FalseDI26830XA
LP0027_26_L003	0.1425	30memhg38	FalseDI26830XA
LP0027_35_L003	0.1597	30memhg38	FalseDI26830XA
LP0027_39_L003	0.1528	30memhg38	FalseDI26830XA
LP0028_01_L004	0.114	30memhg38	FalseDI26830XA
LP0029_02_L004	0.008225	30memhg38	FalseDI26830XA
LP0029_04_L003	0.01193	30memhg38	FalseDI26830XA
LP0029_05_L004	0	30memhg38	FalseDI26830XA
LP0029_06_L003	0.011	30memhg38	FalseDI26830XA
LP0030_03_L004	0.009869	30memhg38	FalseDI26830XA
LP0030_05_L004	0.01681	30memhg38	FalseDI26830XA
LP0020_01	0.01002	30memhg38	True40
LP0020_02	0.01491	30memhg38	True40
LP0020_03	0	30memhg38	True40
LP0020_04	0.01687	30memhg38	True40
LP0020_05	0.01869	30memhg38	True40
LP0020_06	0.01254	30memhg38	True40
LP0020_07	0.01941	30memhg38	True40
LP0020_08	0.01236	30memhg38	True40
LP0025_01_L004	0	30memhg38	True40
LP0025_02_L004	0.01337	30memhg38	True40
LP0025_03_L003	0.01466	30memhg38	True40
LP0025_04_L004	0	30memhg38	True40
LP0025_05_L003	0.01929	30memhg38	True40
LP0025_06_L003	0.01884	30memhg38	True40
LP0025_07_L004	0.01166	30memhg38	True40
LP0025_08_L004	0.01202	30memhg38	True40
LP0025_10_L003	0.8382	30memhg38	True40
LP0025_11_L003	0.02117	30memhg38	True40
LP0025_12_L003	0.01316	30memhg38	True40
LP0025_15_L003	0.08531	30memhg38	True40
LP0025_17_L003	0.03248	30memhg38	True40
LP0025_21_L004	0.1062	30memhg38	True40
LP0025_24_L003	0.01395	30memhg38	True40
LP0026_05_L003	0.02465	30memhg38	True40
LP0026_07_L003	0.0162	30memhg38	True40
LP0026_08_L003	0.2803	30memhg38	True40
LP0026_22_L003	0.2194	30memhg38	True40
LP0026_26_L004	0.4459	30memhg38	True40
LP0026_38_L004	0.1517	30memhg38	True40
LP0026_42_L004	0.142	30memhg38	True40
LP0027_26_L003	0.1445	30memhg38	True40
LP0027_35_L003	0.1613	30memhg38	True40
LP0027_39_L003	0.1581	30memhg38	True40
LP0028_01_L004	0.12	30memhg38	True40
LP0029_02_L004	0.01004	30memhg38	True40
LP0029_04_L003	0.009585	30memhg38	True40
LP0029_05_L004	0	30memhg38	True40
LP0029_06_L003	0.0107	30memhg38	True40
LP0030_03_L004	0.01178	30memhg38	True40
LP0030_05_L004	0.01628	30memhg38	True40
LP0020_01	0.008763	30memhg38	TrueDI26830XA
LP0020_02	0.01638	30memhg38	TrueDI26830XA
LP0020_03	0.01155	30memhg38	TrueDI26830XA
LP0020_04	0	30memhg38	TrueDI26830XA
LP0020_05	0.01958	30memhg38	TrueDI26830XA
LP0020_06	0.01513	30memhg38	TrueDI26830XA
LP0020_07	0.02223	30memhg38	TrueDI26830XA
LP0020_08	0.01315	30memhg38	TrueDI26830XA
LP0025_01_L004	0.01063	30memhg38	TrueDI26830XA
LP0025_02_L004	0.01046	30memhg38	TrueDI26830XA
LP0025_03_L003	0.01572	30memhg38	TrueDI26830XA
LP0025_04_L004	0.01006	30memhg38	TrueDI26830XA
LP0025_05_L003	0.01922	30memhg38	TrueDI26830XA
LP0025_06_L003	0.024	30memhg38	TrueDI26830XA
LP0025_07_L004	0.01182	30memhg38	TrueDI26830XA
LP0025_08_L004	0.01311	30memhg38	TrueDI26830XA
LP0025_10_L003	0.8395	30memhg38	TrueDI26830XA
LP0025_11_L003	0.01933	30memhg38	TrueDI26830XA
LP0025_12_L003	0.01735	30memhg38	TrueDI26830XA
LP0025_15_L003	0.08503	30memhg38	TrueDI26830XA
LP0025_17_L003	0.03293	30memhg38	TrueDI26830XA
LP0025_21_L004	0.1079	30memhg38	TrueDI26830XA
LP0025_24_L003	0.01317	30memhg38	TrueDI26830XA
LP0026_05_L003	0.02032	30memhg38	TrueDI26830XA
LP0026_07_L003	0.01521	30memhg38	TrueDI26830XA
LP0026_08_L003	0.2818	30memhg38	TrueDI26830XA
LP0026_22_L003	0.2224	30memhg38	TrueDI26830XA
LP0026_26_L004	0.4479	30memhg38	TrueDI26830XA
LP0026_38_L004	0.153	30memhg38	TrueDI26830XA
LP0026_42_L004	0.1453	30memhg38	TrueDI26830XA
LP0027_26_L003	0.1429	30memhg38	TrueDI26830XA
LP0027_35_L003	0.1583	30memhg38	TrueDI26830XA
LP0027_39_L003	0.1595	30memhg38	TrueDI26830XA
LP0028_01_L004	0.1209	30memhg38	TrueDI26830XA
LP0029_02_L004	0.008969	30memhg38	TrueDI26830XA
LP0029_04_L003	0.01128	30memhg38	TrueDI26830XA
LP0029_05_L004	0	30memhg38	TrueDI26830XA
LP0029_06_L003	0.01297	30memhg38	TrueDI26830XA
LP0030_03_L004	0	30memhg38	TrueDI26830XA
LP0030_05_L004	0.01661	30memhg38	TrueDI26830XA
LP0020_01	0.01059	30memhg38noalt	False40
LP0020_02	0.0184	30memhg38noalt	False40
LP0020_03	0.01414	30memhg38noalt	False40
LP0020_04	0.01594	30memhg38noalt	False40
LP0020_05	0.02174	30memhg38noalt	False40
LP0020_06	0.01348	30memhg38noalt	False40
LP0020_07	0.01637	30memhg38noalt	False40
LP0020_08	0.01701	30memhg38noalt	False40
LP0025_01_L004	0.009	30memhg38noalt	False40
LP0025_02_L004	0.01497	30memhg38noalt	False40
LP0025_03_L003	0.01345	30memhg38noalt	False40
LP0025_04_L004	0.009779	30memhg38noalt	False40
LP0025_05_L003	0.02573	30memhg38noalt	False40
LP0025_06_L003	0.01735	30memhg38noalt	False40
LP0025_07_L004	0.01113	30memhg38noalt	False40
LP0025_08_L004	0.01262	30memhg38noalt	False40
LP0025_10_L003	0.8361	30memhg38noalt	False40
LP0025_11_L003	0.02089	30memhg38noalt	False40
LP0025_12_L003	0.01373	30memhg38noalt	False40
LP0025_15_L003	0.08447	30memhg38noalt	False40
LP0025_17_L003	0.02946	30memhg38noalt	False40
LP0025_21_L004	0.1074	30memhg38noalt	False40
LP0025_24_L003	0.01705	30memhg38noalt	False40
LP0026_05_L003	0.02732	30memhg38noalt	False40
LP0026_07_L003	0.01851	30memhg38noalt	False40
LP0026_08_L003	0.2814	30memhg38noalt	False40
LP0026_22_L003	0.2241	30memhg38noalt	False40
LP0026_26_L004	0.4453	30memhg38noalt	False40
LP0026_38_L004	0.1545	30memhg38noalt	False40
LP0026_42_L004	0.1423	30memhg38noalt	False40
LP0027_26_L003	0.1429	30memhg38noalt	False40
LP0027_35_L003	0.1607	30memhg38noalt	False40
LP0027_39_L003	0.1457	30memhg38noalt	False40
LP0028_01_L004	0.1198	30memhg38noalt	False40
LP0029_02_L004	0.008501	30memhg38noalt	False40
LP0029_04_L003	0.01361	30memhg38noalt	False40
LP0029_05_L004	0	30memhg38noalt	False40
LP0029_06_L003	0.01249	30memhg38noalt	False40
LP0030_03_L004	0.01012	30memhg38noalt	False40
LP0030_05_L004	0.01805	30memhg38noalt	False40
LP0020_01	0.01061	30memhg38noalt	FalseDI26830XA
LP0020_02	0.01835	30memhg38noalt	FalseDI26830XA
LP0020_03	0.01588	30memhg38noalt	FalseDI26830XA
LP0020_04	0.01602	30memhg38noalt	FalseDI26830XA
LP0020_05	0.02227	30memhg38noalt	FalseDI26830XA
LP0020_06	0.01684	30memhg38noalt	FalseDI26830XA
LP0020_07	0.01423	30memhg38noalt	FalseDI26830XA
LP0020_08	0.01814	30memhg38noalt	FalseDI26830XA
LP0025_01_L004	0.009083	30memhg38noalt	FalseDI26830XA
LP0025_02_L004	0.01437	30memhg38noalt	FalseDI26830XA
LP0025_03_L003	0.01349	30memhg38noalt	FalseDI26830XA
LP0025_04_L004	0	30memhg38noalt	FalseDI26830XA
LP0025_05_L003	0.0237	30memhg38noalt	FalseDI26830XA
LP0025_06_L003	0.01991	30memhg38noalt	FalseDI26830XA
LP0025_07_L004	0.01143	30memhg38noalt	FalseDI26830XA
LP0025_08_L004	0.0124	30memhg38noalt	FalseDI26830XA
LP0025_10_L003	0.8379	30memhg38noalt	FalseDI26830XA
LP0025_11_L003	0.02143	30memhg38noalt	FalseDI26830XA
LP0025_12_L003	0.01474	30memhg38noalt	FalseDI26830XA
LP0025_15_L003	0.08599	30memhg38noalt	FalseDI26830XA
LP0025_17_L003	0.03071	30memhg38noalt	FalseDI26830XA
LP0025_21_L004	0.1081	30memhg38noalt	FalseDI26830XA
LP0025_24_L003	0.01562	30memhg38noalt	FalseDI26830XA
LP0026_05_L003	0.02714	30memhg38noalt	FalseDI26830XA
LP0026_07_L003	0.0165	30memhg38noalt	FalseDI26830XA
LP0026_08_L003	0.2832	30memhg38noalt	FalseDI26830XA
LP0026_22_L003	0.2188	30memhg38noalt	FalseDI26830XA
LP0026_26_L004	0.4464	30memhg38noalt	FalseDI26830XA
LP0026_38_L004	0.1651	30memhg38noalt	FalseDI26830XA
LP0026_42_L004	0.1421	30memhg38noalt	FalseDI26830XA
LP0027_26_L003	0.142	30memhg38noalt	FalseDI26830XA
LP0027_35_L003	0.1597	30memhg38noalt	FalseDI26830XA
LP0027_39_L003	0.1546	30memhg38noalt	FalseDI26830XA
LP0028_01_L004	0.1203	30memhg38noalt	FalseDI26830XA
LP0029_02_L004	0.008197	30memhg38noalt	FalseDI26830XA
LP0029_04_L003	0.01279	30memhg38noalt	FalseDI26830XA
LP0029_05_L004	0	30memhg38noalt	FalseDI26830XA
LP0029_06_L003	0.01196	30memhg38noalt	FalseDI26830XA
LP0030_03_L004	0.01034	30memhg38noalt	FalseDI26830XA
LP0030_05_L004	0.01826	30memhg38noalt	FalseDI26830XA
LP0020_01	0.01085	30memhg38noalt	True40
LP0020_02	0.02086	30memhg38noalt	True40
LP0020_03	0.01227	30memhg38noalt	True40
LP0020_04	0.01631	30memhg38noalt	True40
LP0020_05	0.01775	30memhg38noalt	True40
LP0020_06	0.01731	30memhg38noalt	True40
LP0020_07	0.02279	30memhg38noalt	True40
LP0020_08	0.009111	30memhg38noalt	True40
LP0025_01_L004	0.008718	30memhg38noalt	True40
LP0025_02_L004	0.01355	30memhg38noalt	True40
LP0025_03_L003	0.01204	30memhg38noalt	True40
LP0025_04_L004	0.01039	30memhg38noalt	True40
LP0025_05_L003	0.02036	30memhg38noalt	True40
LP0025_06_L003	0.01636	30memhg38noalt	True40
LP0025_07_L004	0.01224	30memhg38noalt	True40
LP0025_08_L004	0.01337	30memhg38noalt	True40
LP0025_10_L003	0.8355	30memhg38noalt	True40
LP0025_11_L003	0.02111	30memhg38noalt	True40
LP0025_12_L003	0.01516	30memhg38noalt	True40
LP0025_15_L003	0.08488	30memhg38noalt	True40
LP0025_17_L003	0.03224	30memhg38noalt	True40
LP0025_21_L004	0.1064	30memhg38noalt	True40
LP0025_24_L003	0.01544	30memhg38noalt	True40
LP0026_05_L003	0.02388	30memhg38noalt	True40
LP0026_07_L003	0.01497	30memhg38noalt	True40
LP0026_08_L003	0.2794	30memhg38noalt	True40
LP0026_22_L003	0.222	30memhg38noalt	True40
LP0026_26_L004	0.4461	30memhg38noalt	True40
LP0026_38_L004	0.1535	30memhg38noalt	True40
LP0026_42_L004	0.1412	30memhg38noalt	True40
LP0027_26_L003	0.1445	30memhg38noalt	True40
LP0027_35_L003	0.1601	30memhg38noalt	True40
LP0027_39_L003	0.1564	30memhg38noalt	True40
LP0028_01_L004	0.1213	30memhg38noalt	True40
LP0029_02_L004	0.009735	30memhg38noalt	True40
LP0029_04_L003	0.01165	30memhg38noalt	True40
LP0029_05_L004	0.007623	30memhg38noalt	True40
LP0029_06_L003	0.01301	30memhg38noalt	True40
LP0030_03_L004	0.009987	30memhg38noalt	True40
LP0030_05_L004	0.01826	30memhg38noalt	True40
LP0020_01	0.0115	30memhg38noalt	TrueDI26830XA
LP0020_02	0.01481	30memhg38noalt	TrueDI26830XA
LP0020_03	0.009745	30memhg38noalt	TrueDI26830XA
LP0020_04	0.01782	30memhg38noalt	TrueDI26830XA
LP0020_05	0.02255	30memhg38noalt	TrueDI26830XA
LP0020_06	0.02051	30memhg38noalt	TrueDI26830XA
LP0020_07	0.01777	30memhg38noalt	TrueDI26830XA
LP0020_08	0.01918	30memhg38noalt	TrueDI26830XA
LP0025_01_L004	0	30memhg38noalt	TrueDI26830XA
LP0025_02_L004	0.01167	30memhg38noalt	TrueDI26830XA
LP0025_03_L003	0.01673	30memhg38noalt	TrueDI26830XA
LP0025_04_L004	0	30memhg38noalt	TrueDI26830XA
LP0025_05_L003	0.02352	30memhg38noalt	TrueDI26830XA
LP0025_06_L003	0.02349	30memhg38noalt	TrueDI26830XA
LP0025_07_L004	0.01039	30memhg38noalt	TrueDI26830XA
LP0025_08_L004	0.01566	30memhg38noalt	TrueDI26830XA
LP0025_10_L003	0.8383	30memhg38noalt	TrueDI26830XA
LP0025_11_L003	0.02391	30memhg38noalt	TrueDI26830XA
LP0025_12_L003	0.0182	30memhg38noalt	TrueDI26830XA
LP0025_15_L003	0.08498	30memhg38noalt	TrueDI26830XA
LP0025_17_L003	0.03321	30memhg38noalt	TrueDI26830XA
LP0025_21_L004	0.1086	30memhg38noalt	TrueDI26830XA
LP0025_24_L003	0.01641	30memhg38noalt	TrueDI26830XA
LP0026_05_L003	0.02603	30memhg38noalt	TrueDI26830XA
LP0026_07_L003	0.01715	30memhg38noalt	TrueDI26830XA
LP0026_08_L003	0.2829	30memhg38noalt	TrueDI26830XA
LP0026_22_L003	0.2209	30memhg38noalt	TrueDI26830XA
LP0026_26_L004	0.4477	30memhg38noalt	TrueDI26830XA
LP0026_38_L004	0.1603	30memhg38noalt	TrueDI26830XA
LP0026_42_L004	0.1403	30memhg38noalt	TrueDI26830XA
LP0027_26_L003	0.1419	30memhg38noalt	TrueDI26830XA
LP0027_35_L003	0.1509	30memhg38noalt	TrueDI26830XA
LP0027_39_L003	0.1564	30memhg38noalt	TrueDI26830XA
LP0028_01_L004	0.1193	30memhg38noalt	TrueDI26830XA
LP0029_02_L004	0.009403	30memhg38noalt	TrueDI26830XA
LP0029_04_L003	0.01197	30memhg38noalt	TrueDI26830XA
LP0029_05_L004	0	30memhg38noalt	TrueDI26830XA
LP0029_06_L003	0.01016	30memhg38noalt	TrueDI26830XA
LP0030_03_L004	0.01264	30memhg38noalt	TrueDI26830XA
LP0030_05_L004	0.01806	30memhg38noalt	TrueDI26830XA
